_id,chapter,questionId,question_text,subject,subtopic,year
jh7fd1cvszbtfw3yd1x03a0mgs7szhpg,Theory of Computation,2023-cs-q.19,"Consider the following definition of a lexical token id for an identifier in a programming language, using extended regular expressions:
letter → [A-Za-z]
digit → [0-9]
id → letter (letter | digit)*
Which one of the following Non-deterministic Finite-state Automata with ε-transitions accepts the set of valid identifiers? (A double-circle denotes a final state)",Theory of Computation,Regular expressions and finite automata,2023
jh7b3069kyc4ndzgcw6mxpz17d7szasv,General Aptitude,2023-cs-q.2,"Kind : ______ :: Often : Frequently
(By word meaning)",General Aptitude,Analogies,2023
jh7158ycc2a461j5tnn3kfgqsd7sztts,Algorithms,2023-cs-q.20,"An algorithm has to store several keys generated by an adversary in a hash table. The adversary is malicious who tries to maximize the number of collisions. Let k be the number of keys, m be the number of slots in the hash table, and k > m.
Which one of the following is the best hashing strategy to counteract the adversary?",Algorithms,hashing,2023
jh76tjk4p60jk0e8nyf0a83qd17szr7b,Digital Logic,2023-cs-q.21,"The output of a 2-input multiplexer is connected back to one of its inputs as shown in the figure.
Match the functional equivalence of this circuit to one of the following options.",Digital Logic,Combinational and sequential circuits,2023
jh75n4qxnh74gx76wakkw31sjd7szx6z,Operating System,2023-cs-q.22,Which one or more of the following need to be saved on a context switch from one thread (T1) of a process to another thread (T2) of the same process?,Operating System,"System calls, processes, threads, inter-process communication, concurrency and synchronization",2023
jh71rebar8sb2efs1p54a4257x7sznkb,Operating System,2023-cs-q.23,Which one or more of the following options guarantee that a computer system will transition from user mode to kernel mode?,Operating System,"System calls, processes, threads, inter-process communication, concurrency and synchronization",2023
jh7br0j2bcg23ghf8ysn16fqjd7szjn1,Theory of Computation,2023-cs-q.24,Which of the following statements is/are CORRECT?,Theory of Computation,Turing machines and undecidability,2023
jh75t3y29ky3hsx3yapm516ths7sznbj,Computer Networks,2023-cs-q.25,Which of the following statements is/are INCORRECT about the OSPF (Open Shortest Path First) routing protocol used in the Internet?,Computer Networks,"Routing protocols: shortest path, flooding, distance vector and link state routing",2023
jh7cb4bd68tyhs4xjhrje9fyxn7sz7rw,Discrete Mathematics,2023-cs-q.26,"Geetha has a conjecture about integers, which is of the form
∀x(P(x) ⇒ ∃yQ(x, y)),
where P is a statement about integers, and Q is a statement about pairs of integers. Which of the following (one or more) option(s) would imply Geetha’s conjecture?",Engineering Mathematics,Propositional and first order logic,2023
jh70hfx5bj340q5daje1xkegjs7sza46,Operating System,2023-cs-q.27,Which one or more of the following CPU scheduling algorithms can potentially cause starvation?,Operating System,CPU and I/O scheduling,2023
jh76jk26p29d8dq1fzgd1kqt9x7syfk7,Engineering Mathematics,2023-cs-q.28,"Let
f(x) = x³ + 15x² - 33x - 36
be a real-valued function.
Which of the following statements is/are TRUE?",Engineering Mathematics,Maxima and minima,2023
jh72jmgsm0a1ms27j5gt68m5s57szrhy,Algorithms,2023-cs-q.29,Let f and g be functions of natural numbers given by f(n) = n and g(n) = n². Which of the following statements is/are TRUE?,Algorithms,Asymptotic worst case time and space complexity,2023
jh7axk3cxpn2a7gf2axy9xxvj17sz4je,General Aptitude,2023-cs-q.3,"A series of natural numbers F₁, F₂, F₃, F₄, F₅, F₆, F₇, ... obeys Fₙ₊₁ = Fₙ + Fₙ₋₁ for all integers n ≥ 2 .
If F₆ = 37, and F₇ = 60, then what is F₁ ?",General Aptitude,Sequences and Series,2023
jh7aw13ak9ssr1mk8rwhvc0p4n7szddg,Discrete Mathematics,2023-cs-q.30,"Let A be the adjacency matrix of the graph with vertices {1, 2, 3, 4, 5}.
Let λ₁, λ₂, λ₃, λ₄, and λ₅ be the five eigenvalues of A. Note that these eigenvalues need not be distinct.
The value of λ₁ + λ₂ + λ₃ + λ₄ + λ₅ = ______.",Engineering Mathematics,"Graphs: connectivity, matching, colouring",2023
jh74bp3c74j7g5dn2qm9bv1jrd7sytya,Engineering Mathematics,2023-cs-q.31,"The value of the definite integral
∫(from -3 to 3) ∫(from -2 to 2) ∫(from -1 to 1) (4x²y - z³) dz dy dx
is ______. (Rounded off to the nearest integer)",Engineering Mathematics,Integration,2023
jh7883wa3gz2042f8qw4a2jweh7sy8h7,Digital Logic,2023-cs-q.32,A particular number is written as 132 in radix-4 representation. The same number in radix-5 representation is ______.,Digital Logic,Number representations and computer arithmetic (fixed and floating point),2023
jh765c5dcvx3z2f4br1eq1zcs57sy8q0,Computer Organization and Architecture,2023-cs-q.33,"Consider a 3-stage pipelined processor having a delay of 10 ns (nanoseconds), 20 ns, and 14 ns, for the first, second, and the third stages, respectively. Assume that there is no other delay and the processor does not suffer from any pipeline hazards. Also assume that one instruction is fetched every cycle.
The total execution time for executing 100 instructions on this processor is ______ ns.",Computer Organization and Architecture,"Instruction pipelining, pipeline hazards",2023
jh781nt5nf0xt69kw676es54r17sz7t9,Computer Organization and Architecture,2023-cs-q.34,"A keyboard connected to a computer is used at a rate of 1 keystroke per second. The computer system polls the keyboard every 10 ms (milli seconds) to check for a keystroke and consumes 100 µs (micro seconds) for each poll. If it is determined after polling that a key has been pressed, the system consumes an additional 200 µs to process the keystroke. Let T₁ denote the fraction of a second spent in polling and processing a keystroke.
In an alternative implementation, the system uses interrupts instead of polling. An interrupt is raised for every keystroke. It takes a total of 1 ms for servicing an interrupt and processing a keystroke. Let T₂ denote the fraction of a second spent in servicing the interrupt and processing a keystroke.
The ratio T₁/T₂ is ______. (Rounded off to one decimal place)",Computer Organization and Architecture,I/O interface (interrupt and DMA mode),2023
jh7ax69saqjzc4ynfqkgrp1vks7sy2d1,Programming and Data Structures,2023-cs-q.35,"The integer value printed by the ANSI-C program given below is ______.
#include<stdio.h>
int funcp(){
  static int x = 1;
  x++;
  return x;
}
int main(){
  int x,y;
  x = funcp();
  y = funcp()+x;
  printf(""%d\n"", (x+y));
  return 0;
}",Programming and Data Structures,Programming in C,2023
jh7czwtyrz1f8ajfa434yzafvd7sycr8,Programming and Data Structures,2023-cs-q.36,"Consider the following program:
int main() { f1(); f2(2); f3(); return(0); }
int f1() { return(1); }
int f2(int X) { f3(); if (X==1) return f1(); else return (X*f2(X-1)); }
int f3() { return(5); }
Which one of the following options represents the activation tree corresponding to the main function?",Programming and Data Structures,Recursion,2023
jh7dxw8zkde64sc9023wprkgr97sztrf,Compiler Design,2023-cs-q.37,"Consider the control flow graph shown.
Which one of the following choices correctly lists the set of live variables at the exit point of each basic block?",Theory of Computation,"Data flow analyses: constant propagation, liveness analysis, common sub expression elimination",2023
jh79wbjjfc9fvcebkkbbhzmt4x7szqe1,Operating System,2023-cs-q.38,"Consider the two functions incr and decr shown below.
incr(){ wait(s); X = X+1; signal(s); }
decr(){ wait(s); X = X-1; signal(s); }
There are 5 threads each invoking incr once, and 3 threads each invoking decr once, on the same shared variable X. The initial value of X is 10.
Suppose there are two implementations of the semaphore s, as follows:
I-1: s is a binary semaphore initialized to 1.
I-2: s is a counting semaphore initialized to 2.
Let V1, V2 be the values of X at the end of execution of all the threads with implementations I-1, I-2, respectively.
Which one of the following choices corresponds to the minimum possible values of V1, V2, respectively?",Operating System,"System calls, processes, threads, inter-process communication, concurrency and synchronization",2023
jh7djy309xwesxw2cet0fvjj3x7syah3,Theory of Computation,2023-cs-q.39,"Consider the context-free grammar G below
S → aSb | X
X → aX | Xb | a | b ,
where S and X are non-terminals, and a and b are terminal symbols. The starting non-terminal is S.
Which one of the following statements is CORRECT?",Theory of Computation,Context-free grammars and push-down automata,2023
jh7aph1tc5s1az4j6pt5q8tq757sysnx,General Aptitude,2023-cs-q.4,"A survey for a certain year found that 90% of pregnant women received medical care at least once before giving birth. Of these women, 60% received medical care from doctors, while 40% received medical care from other healthcare providers.
Given this information, which one of the following statements can be inferred with certainty?",General Aptitude,Percentages,2023
jh73txnhd7gx4a4kq3ehnf6b1h7syka0,Theory of Computation,2023-cs-q.40,"Consider the pushdown automaton (PDA) P below, which runs on the input alphabet {a,b}, has stack alphabet {⊥, A}, and has three states {s, p, q}, with s being the start state. A transition from state u to state v, labelled c/X/γ, where c is an input symbol or ε, X is a stack symbol, and γ is a string of stack symbols, represents the fact that in state u, the PDA can read c from the input, with X on the top of its stack, pop X from the stack, push in the string γ on the stack, and go to state v. In the initial configuration, the stack has only the symbol ⊥ in it. The PDA accepts by empty stack.
Which one of the following options correctly describes the language accepted by P?",Theory of Computation,Context-free grammars and push-down automata,2023
jh7d2jj73wjtzk7bcyexscdqrs7sztkr,Computer Organization and Architecture,2023-cs-q.41,"Consider the given C-code and its corresponding assembly code, with a few operands U1-U4 being unknown. Some useful information as well as the semantics of each unique assembly instruction is annotated as inline comments in the code. The memory is byte-addressable.
//C-code
int a[10], b[10], i;
// int is 32-bit
for (i=0; i<10;i++)
  a[i] = b[i] * 8;

;assembly-code (; indicates comments)
;r1-r5 are 32-bit integer registers
;initialize r1=0, r2=10
;initialize r3, r4 with base address of a, b
L01: jeq r1, r2, end ;if(r1==r2) goto end
L02: lw r5, 0(r4) ;r5 <- Memory[r4+0]
L03: shl r5, r5, U1 ;r5 <- r5 << U1
L04: sw r5, 0(r3) ;Memory[r3+0] <- r5
L05: add r3, r3, U2 ;r3 <- r3+U2
L06: add r4, r4, U3
L07: add r1, r1, 1
L08: jmp U4 ;goto U4
L09: end
Which one of the following options is a CORRECT replacement for operands in the position (U1, U2, U3, U4) in the above assembly code?",Computer Organization and Architecture,Machine instructions and addressing modes,2023
jh741rbta4294yn425b4tbjfvs7syzsn,Computer Organization and Architecture,2023-cs-q.42,"A 4 kilobyte (KB) byte-addressable memory is realized using four 1 KB memory blocks. Two input address lines (IA4 and IA3) are connected to the chip select (CS) port of these memory blocks through a decoder as shown in the figure. The remaining ten input address lines from IA11-IA0 are connected to the address port of these blocks. The chip select (CS) is active high.
The input memory addresses (IA11-IA0), in decimal, for the starting locations (Addr=0) of each block (indicated as X1, X2, X3, X4 in the figure) are among the options given below. Which one of the following options is CORRECT?",Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage",2023
jh7bfnh8fzdx2z2gf9trhrhqk57sz9cv,Digital Logic,2023-cs-q.43,"Consider a sequential digital circuit consisting of T flip-flops and D flip-flops as shown in the figure. CLKIN is the clock input to the circuit. At the beginning, Q1, Q2 and Q3 have values 0, 1 and 1, respectively.
Which one of the given values of (Q1, Q2, Q3) can NEVER be obtained with this digital circuit?",Digital Logic,Combinational and sequential circuits,2023
jh77sbcj5h66kjwtwzjq4a8vd57szf7m,Digital Logic,2023-cs-q.44,"A Boolean digital circuit is composed using two 4-input multiplexers (M1 and M2) and one 2-input multiplexer (M3) as shown in the figure. X0-X7 are the inputs of the multiplexers M1 and M2 and could be connected to either 0 or 1. The select lines of the multiplexers are connected to Boolean variables A, B and C as shown.
Which one of the following set of values of (X0, X1, X2, X3, X4, X5, X6, X7) will realise the Boolean function A' + A.C' + A.B.C?",Digital Logic,Combinational and sequential circuits,2023
jh7fcyddcenpq771f1eajva8ms7szepj,Digital Logic,2023-cs-q.45,"Consider the IEEE-754 single precision floating point numbers P=0xC1800000 and Q=0x3F5C2EF4.
Which one of the following corresponds to the product of these numbers (i.e., P × Q), represented in the IEEE-754 single precision format?",Digital Logic,Number representations and computer arithmetic (fixed and floating point),2023
jh79k2xg6tjhbkqzm7grcd2jwd7szmpm,Programming and Data Structures,2023-cs-q.46,"Let A be a priority queue for maintaining a set of elements. Suppose A is implemented using a max-heap data structure. The operation EXTRACT-MAX(A) extracts and deletes the maximum element from A. The operation INSERT(A,key) inserts a new element key in A. The properties of a max-heap are preserved at the end of each of these operations.
When A contains n elements, which one of the following statements about the worst case running time of these two operations is TRUE?",Programming and Data Structures,binary heaps,2023
jh7dbc4eqnq2crd5cwapvcffan7sy65t,Programming and Data Structures,2023-cs-q.47,"Consider the C function foo and the binary tree shown.
typedef struct node {
  int val;
  struct node *left, *right;
} node;
int foo(node *p) {
  int retval;
  if (p == NULL)
    return 0;
  else {
    retval = p->val + foo(p->left) + foo(p->right);
    printf(""%d "", retval);
    return retval;
  }
}
When foo is called with a pointer to the root node of the given binary tree, what will it print?",Programming and Data Structures,trees,2023
jh71rfqx2y640m9bkv51z2ax617sy8rm,Discrete Mathematics,2023-cs-q.48,"Let U = {1, 2, ..., n}, where n is a large positive integer greater than 1000. Let k be a positive integer less than n. Let A, B be subsets of U with |A| = |B| = k and A ∩ B = ∅. We say that a permutation of U separates A from B if one of the following is true.
- All members of A appear in the permutation before any of the members of B.
- All members of B appear in the permutation before any of the members of A.
How many permutations of U separate A from B?",Engineering Mathematics,"Combinatorics: counting, recurrence relations, generating functions",2023
jh796gba6rbeqyt9n8gzc3ak0s7szc3p,Discrete Mathematics,2023-cs-q.49,"Let f : A → B be an onto (or surjective) function, where A and B are nonempty sets. Define an equivalence relation ~ on the set A as
a₁ ~ a₂ if f(a₁) = f(a₂),
where a₁, a₂ ∈ A. Let E = {[x] : x ∈ A} be the set of all the equivalence classes under ~. Define a new mapping F : E → B as
F([x]) = f(x), for all the equivalence classes [x] in E.
Which of the following statements is/are TRUE?",Engineering Mathematics,"Sets, relations, functions, partial orders and lattices",2023
jh72prj0kcj2r82p1r2xe9hxwx7sycky,General Aptitude,2023-cs-q.5,"Looking at the surface of a smooth 3-dimensional object from the outside, which one of the following options is TRUE?",General Aptitude,3D Visualization,2023
jh7e5cwavc4csz9nwy6k5jwka57sy9bk,Computer Networks,2023-cs-q.50,"Suppose you are asked to design a new reliable byte-stream transport protocol like TCP. This protocol, named myTCP, runs over a 100 Mbps network with Round Trip Time of 150 milliseconds and the maximum segment lifetime of 2 minutes.
Which of the following is/are valid lengths of the Sequence Number field in the myTCP header?",Computer Networks,"Transport layer: flow control and congestion control, UDP, TCP, sockets",2023
jh7a9prfm88f65hxjqmxdddvrh7szqqj,Discrete Mathematics,2023-cs-q.51,"Let X be a set and 2ˣ denote the powerset of X. Define a binary operation ∆ on 2ˣ as follows:
A∆B = (A − B) ∪ (B − A).
Let H = (2ˣ, ∆). Which of the following statements about H is/are correct?",Engineering Mathematics,"Monoids, Groups",2023
jh778x1prjdbtawn2vctzr7jk57szmnn,Computer Networks,2023-cs-q.52,"Suppose in a web browser, you click on the www.gate-2023.in URL. The browser cache is empty. The IP address for this URL is not cached in your local host, so a DNS lookup is triggered (by the local DNS server deployed on your local host) over the 3-tier DNS hierarchy in an iterative mode. No resource records are cached anywhere across all DNS servers.
Let RTT denote the round trip time between your local host and DNS servers in the DNS hierarchy. The round trip time between the local host and the web server hosting www.gate-2023.in is also equal to RTT. The HTML file associated with the URL is small enough to have negligible transmission time and negligible rendering time by your web browser, which references 10 equally small objects on the same web server.
Which of the following statements is/are CORRECT about the minimum elapsed time between clicking on the URL and your browser fully rendering it?",Computer Networks,"Application layer protocols: DNS, SMTP, HTTP, FTP, Email",2023
jh74kxqksbsqcjz2q9v7yzb8r97sze0a,Engineering Mathematics,2023-cs-q.53,"Consider a random experiment where two fair coins are tossed. Let A be the event that denotes HEAD on both the throws, B be the event that denotes HEAD on the first throw, and C be the event that denotes HEAD on the second throw.
Which of the following statements is/are TRUE?",Engineering Mathematics,Conditional probability and Bayes theorem,2023
jh7226t49jzw3ddsy4t4nnmejs7szwxp,Algorithms,2023-cs-q.54,"Consider functions Function_1 and Function_2 expressed in pseudocode as follows:
Function_1
while n > 1 do
  for i = 1 to n do
    x = x + 1;
  end for
  n = ⌊n/2⌋;
end while

Function_2
for i = 1 to 100*n do
  x = x + 1;
end for

Let f₁(n) and f₂(n) denote the number of times the statement “x = x + 1” is executed in Function_1 and Function_2, respectively.
Which of the following statements is/are TRUE?",Algorithms,Asymptotic worst case time and space complexity,2023
jh75bsbhngbq6qqd9sevs31ajh7szb81,Discrete Mathematics,2023-cs-q.55,"Let G be a simple, finite, undirected graph with vertex set {v₁, ..., vₙ}. Let ∆(G) denote the maximum degree of G and let N = {1, 2, . . . } denote the set of all possible colors. Color the vertices of G using the following greedy strategy:
for i = 1, ..., n
  color(vᵢ) ← min{j ∈ N : no neighbour of vᵢ is colored j}
Which of the following statements is/are TRUE?",Engineering Mathematics,"Graphs: connectivity, matching, colouring",2023
jh744yqdwkb52szsqrkn7kekw17sz76d,Algorithms,2023-cs-q.56,"Let U = {1, 2, 3}. Let 2ᵁ denote the powerset of U. Consider an undirected graph G whose vertex set is 2ᵁ. For any A, B ∈ 2ᵁ, (A, B) is an edge in G if and only if (i) A ≠ B, and (ii) either A ⊂ B or B ⊂ A. For any vertex A in G, the set of all possible orderings in which the vertices of G can be visited in a Breadth First Search (BFS) starting from A is denoted by B(A).
If ∅ denotes the empty set, then the cardinality of B(∅) is ______.",Algorithms,"Graph traversals, minimum spanning trees, shortest paths",2023
jh72gnkzhesn71124sjq9g52fn7szrgq,Operating System,2023-cs-q.57,"Consider the following two-dimensional array D in the C programming language, which is stored in row-major order:
int D[128][128];
Demand paging is used for allocating memory and each physical page frame holds 512 elements of the array D. The Least Recently Used (LRU) page-replacement policy is used by the operating system. A total of 30 physical page frames are allocated to a process which executes the following code snippet:
for (int i = 0; i < 128; i++)
  for (int j = 0; j < 128; j++)
    D[j][i] *= 10;
The number of page faults generated during the execution of this code snippet is ______.",Operating System,Memory management and virtual memory,2023
jh758f662b5q8e2pracdc2nypd7szc4a,Operating System,2023-cs-q.58,"Consider a computer system with 57-bit virtual addressing using multi-level tree-structured page tables with L levels for virtual to physical address translation. The page size is 4 KB (1 KB = 1024 B) and a page table entry at any of the levels occupies 8 bytes.
The value of L is ______.",Operating System,Memory management and virtual memory,2023
jh7dafhymctzh2date030js4z57sy3rj,Programming and Data Structures,2023-cs-q.59,"Consider a sequence a of elements a₀ = 1, a₁ = 5, a₂ = 7, a₃ = 8, a₄ = 9, and a₅ = 2. The following operations are performed on a stack S and a queue Q, both of which are initially empty.
I: push the elements of a from a₀ to a₅ in that order into S.
II: enqueue the elements of a from a₀ to a₅ in that order into Q.
III: pop an element from S.
IV: dequeue an element from Q.
V: pop an element from S.
VI: dequeue an element from Q.
VII: dequeue an element from Q and push the same element into S.
VIII: Repeat operation VII three times.
IX: pop an element from S.
X: pop an element from S.
The top element of S after executing the above operations is ______.",Programming and Data Structures,stacks,2023
jh73xgevyzkkxaxg3z1ky3tw8d7szw1e,General Aptitude,2023-cs-q.6,"The country of Zombieland is in distress since more than 75% of its working population is suffering from serious health issues. Studies conducted by competent health experts concluded that a complete lack of physical exercise among its working population was one of the leading causes of their health issues. As one of the measures to address the problem, the Government of Zombieland has decided to provide monetary incentives to those who ride bicycles to work.
Based only on the information provided above, which one of the following statements can be logically inferred with certainty?",General Aptitude,Logical Deduction,2023
jh78cgnxdhz4km56vm6mbe8h457sy609,Compiler Design,2023-cs-q.60,"Consider the syntax directed translation given by the following grammar and semantic rules. Here N, I, F and B are non-terminals. N is the starting non-terminal, and #, 0 and 1 are lexical tokens corresponding to input letters “#”, “0” and “1”, respectively. X.val denotes the synthesized attribute (a numeric value) associated with a non-terminal X. I₁ and F₁ denote occurrences of I and F on the right hand side of a production, respectively. For the tokens 0 and 1, 0.val = 0 and 1.val = 1.
N → I # F	N.val = I.val + F.val
I → I₁ B	I.val = (2 I₁.val) + B.val
I → B	I.val = B.val
F → B F₁	F.val = ½(B.val + F₁.val)
F → B	F.val = ½B.val
B → 0	B.val = 0.val
B → 1	B.val = 1.val
The value computed by the translation scheme for the input string 10#011 is ______. (Rounded off to three decimal places)",Theory of Computation,"Lexical analysis, parsing, syntax-directed translation",2023
jh73n8s6sk5wnrds4fb9c7samd7syjcf,Databases,2023-cs-q.61,"Consider the following table named Student in a relational database. The primary key of this table is rollNum.
Student
rollNum | name | gender | marks
1 | Naman | M | 62
2 | Aliya | F | 70
3 | Aliya | F | 80
4 | James | M | 82
5 | Swati | F | 65
The SQL query below is executed on this database.
SELECT *
FROM Student
WHERE gender = 'F' AND
marks > 65;
The number of rows returned by the query is ______.",Databases,"Relational model: relational algebra, tuple calculus, SQL",2023
jh7crka37nexx2retb87g2t5057sza09,Databases,2023-cs-q.62,"Consider a database of fixed-length records, stored as an ordered file. The database has 25,000 records, with each record being 100 bytes, of which the primary key occupies 15 bytes. The data file is block-aligned in that each data record is fully contained within a block. The database is indexed by a primary index file, which is also stored as a block-aligned ordered file. The figure below depicts this indexing scheme.
Suppose the block size of the file system is 1024 bytes, and a pointer to a block occupies 5 bytes. The system uses binary search on the index file to search for a record with a given key. You may assume that a binary search on an index file of b blocks takes ⌈log₂b⌉ block accesses in the worst case.
Given a key, the number of block accesses required to identify the block in the data file that may contain a record with the key, in the worst case, is ______.",Databases,"File organization, indexing (e.g., B and B+ trees)",2023
jh729ar9nhdp36nkc518hb3zkn7sym25,Theory of Computation,2023-cs-q.63,"Consider the language L over the alphabet {0, 1}, given below:
L = {w ∈ {0, 1}* | w does not contain three or more consecutive 1’s}.
The minimum number of states in a Deterministic Finite-State Automaton (DFA) for L is ______.",Theory of Computation,Regular expressions and finite automata,2023
jh79tcbrb163hds57psg7q12j17syktr,Computer Organization and Architecture,2023-cs-q.64,"An 8-way set associative cache of size 64 KB (1 KB = 1024 bytes) is used in a system with 32-bit address. The address is sub-divided into TAG, INDEX, and BLOCK OFFSET.
The number of bits in the TAG is ______.",Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage",2023
jh7ec1km5pyr5yznx74db6tw1s7sy5va,Computer Networks,2023-cs-q.65,"The forwarding table of a router is shown below.
Subnet Number | Subnet Mask | Interface ID
200.150.0.0 | 255.255.0.0 | 1
200.150.64.0 | 255.255.224.0 | 2
200.150.68.0 | 255.255.255.0 | 3
200.150.68.64 | 255.255.255.224 | 4
Default | | 0
A packet addressed to a destination address 200.150.68.118 arrives at the router. It will be forwarded to the interface with ID ______.",Computer Networks,"Fragmentation and IP addressing, IPv4, CIDR notation",2023
jh72fz7adrqtfqkcdgpsh5qf197syasn,General Aptitude,2023-cs-q.7,"Consider two functions of time (t),
f(t) = 0.01 t²
g(t) = 4 t
where 0 < t < ∞.
Now consider the following two statements:
(i) For some t > 0, g(t) > f(t).
(ii) There exists a T, such that f(t) > g(t) for all t > T.
Which one of the following options is TRUE?",General Aptitude,Functions and Graphs,2023
jh7636r7f2efc14m8s1kc967h97szab7,General Aptitude,2023-cs-q.8,"Which one of the following sentence sequences creates a coherent narrative?
(i) Once on the terrace, on her way to her small room in the corner, she notices the man right away.
(ii) She begins to pant by the time she has climbed all the stairs.
(iii) Mina has bought vegetables and rice at the market, so her bags are heavy.
(iv) He was leaning against the parapet, watching the traffic below.",General Aptitude,Sentence Rearrangement,2023
jh7am487z8013xjpry211atyd17szd8y,General Aptitude,2023-cs-q.9,"f(x) and g(y) are functions of x and y, respectively, and f(x) = g(y) for all real values of x and y. Which one of the following options is necessarily TRUE for all x and y?",General Aptitude,Functions,2023
jh7c51441mj121ykwxma36b8g17sy9wz,General Aptitude,2022-cs-q.1,The __________ is too high for it to be considered __________.,General Aptitude,Vocabulary,2022
jh720g7bb792a98hp2gf4fqccd7syw07,General Aptitude,2022-cs-q.10,"A plot of land must be divided between four families. They want their individual plots to be similar in shape, not necessarily equal in area. The land has equally spaced poles, marked as dots in the below figure. Two ropes, R1 and R2, are already present and cannot be moved.
What is the least number of additional straight ropes needed to create the desired plots? A single rope can pass through three poles that are aligned in a straight line.",General Aptitude,Pattern completion,2022
jh7828kvnxb0nv953p9p1p1n2s7sygqy,Algorithms,2022-cs-q.11,Which one of the following statements is TRUE for all positive functions f(n)?,Algorithms,Asymptotic worst case time and space complexity,2022
jh7er38rjy1dqptphpc1hhswtx7sy7ey,Theory of Computation,2022-cs-q.12,Which one of the following regular expressions correctly represents the language of the finite automaton given below?,Theory of Computation,Regular expressions and finite automata,2022
jh79nc221tpvzcedzvb9ws5n397szy8s,Compiler Design,2022-cs-q.13,Which one of the following statements is TRUE?,Compiler Design,Parsing,2022
jh729v2q43ycx02skawwqmab8h7syy62,Databases,2022-cs-q.14,"In a relational data model, which one of the following statements is TRUE?",Databases,normal forms,2022
jh75ey8hcdrs7gdnjapkbj56cn7szn8b,Programming and Data Structures,2022-cs-q.15,"Consider the problem of reversing a singly linked list. To take an example, given the linked list below,
head -> a -> b -> c -> d -> e
the reversed linked list should look like
head -> e -> d -> c -> b -> a
Which one of the following statements is TRUE about the time complexity of algorithms that solve the above problem in O(1) space?",Programming and Data Structures,linked lists,2022
jh79346d2zhx1peyx35nqcf8bd7sygd5,Algorithms,2022-cs-q.16,"Suppose we are given n keys, m hash table slots, and two simple uniform hash functions h₁ and h₂. Further suppose our hashing scheme uses h₁ for the odd keys and h₂ for the even keys. What is the expected number of keys in a slot?",Algorithms,hashing,2022
jh7fta128c59zd1y2jhw9rzgq17szyy5,Computer Organization and Architecture,2022-cs-q.17,Which one of the following facilitates transfer of bulk data from hard disk to main memory with the highest throughput?,Computer Organization and Architecture,I/O interface (interrupt and DMA mode),2022
jh7712343qwbve1yc8nf9wctm17sz7y4,Digital Logic,2022-cs-q.18,"Let R1 and R2 be two 4-bit registers that store numbers in 2's complement form. For the operation R1+R2, which one of the following values of R1 and R2 gives an arithmetic overflow?",Digital Logic,Number representations and computer arithmetic (fixed and floating point),2022
jh76t0eyh5t0a70c2ha6r2518s7sy2f8,Operating System,2022-cs-q.19,"Consider the following threads, T₁, T₂, and T₃ executing on a single processor, synchronized using three binary semaphore variables, S₁, S₂, and S₃, operated upon using standard wait() and signal(). The threads can be context switched in any order and at any time.
T₁: while(true){ wait(S₁); print(""C""); signal(S₂); }
T₂: while(true){ wait(S₂); print(""B""); signal(S₃); }
T₃: while(true){ wait(S₃); print(""A""); signal(S₁); }
Which initialization of the semaphores would print the sequence BCABCABCA....?",Operating System,concurrency and synchronization,2022
jh72tqj7de8e9f98qrr3kytj697sy317,Engineering Mathematics,2022-cs-q.2,"A function y(x) is defined in the interval [0, 1] on the x-axis as
y(x) = { 2 if 0 ≤ x < 1/3 
 3 if 1/3 ≤ x < 3/4 
 1 if 3/4 ≤ x ≤ 1 }
Which one of the following is the area under the curve for the interval [0, 1] on the x-axis?",Engineering Mathematics,Integration,2022
jh77dc8ef0yjnfavqj2r62sd957syg88,Engineering Mathematics,2022-cs-q.20,"Consider the following two statements with respect to the matrices Aₘₓₙ, Bₙₓₘ, Cₙₓₙ and Dₙₓₙ.
Statement 1: tr(AB) = tr(BA)
Statement 2: tr(CD) = tr(DC)
where tr() represents the trace of a matrix. Which one of the following holds?",Engineering Mathematics,Matrices,2022
jh7ad5yqq1pzdtx4jc675nkhvn7szgz7,Programming and Data Structures,2022-cs-q.21,"What is printed by the following ANSI C program?
#include<stdio.h>
int main(int argc, char *argv[])
{
  int x = 1, z[2] = {10, 11};
  int *p = NULL;
  p = &x;
  *p = 10;
  p = &z[1];
  *(&z[0] + 1) += 3;
  printf(""%d, %d, %d\n"", x, z[0], z[1]);
  return 0;
}",Programming and Data Structures,Programming in C,2022
jh79yjs8hfcrtqcqb9cr0nw5pd7sz2dj,Computer Networks,2022-cs-q.22,"Consider an enterprise network with two Ethernet segments, a web server and a firewall, connected via three routers as shown below.
What is the number of subnets inside the enterprise network?",Computer Networks,Fragmentation and IP addressing,2022
jh7cnrq3thj7fgn0ts0kr8drbs7szyjy,Theory of Computation,2022-cs-q.23,Which of the following statements is/are TRUE?,Theory of Computation,Turing machines and undecidability,2022
jh726zcg1w04w0jqzc518tv6ah7szx5q,Computer Organization and Architecture,2022-cs-q.24,Let WB and WT be two set associative cache organizations that use LRU algorithm for cache block replacement. WB is a write back cache and WT is a write through cache. Which of the following statements is/are FALSE?,Computer Organization and Architecture,"Memory hierarchy: cache, main memory and secondary storage",2022
